Domain_Change,Experience,Languages,total_skills,Story_telling_project,total_projects,Domain_Project_Types,Education_Qualifications,Certifications,Shortlisting
Yes,Senior_Level,Python,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Python,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Python,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Python,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Python,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Python,1,No_Story_Telling_Projects,0,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Python,1,No_Story_Telling_Projects,0,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Python,1,No_Story_Telling_Projects,0,No_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Python,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Python,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Python,0,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Python,0,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Python,0,No_Story_Telling_Projects,0,No_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Python,0,No_Story_Telling_Projects,0,No_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Python,0,No_Story_Telling_Projects,0,No_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Python,0,No_Story_Telling_Projects,0,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Python,0,No_Story_Telling_Projects,0,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Python,0,No_Story_Telling_Projects,0,No_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Python,0,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Python,0,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,Masters,Good_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,PHDs,No_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,No_Domain_Projects,Masters,Learning_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Masters,Learning_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,PHDs,No_Certification,0
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Masters,Good_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Good_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,Learning_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,No_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,Good_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,4,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Good_Certification,1
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,Learning_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,No_Certification,0
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,Good_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Learning_Certification,1
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,1
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Good_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,Learning_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,No_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,Good_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,Good_Certification,1
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,Learning_Certification,1
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,Good_Certification,1
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,Learning_Certification,1
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,1
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,Good_Certification,1
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,Masters,Learning_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,PHDs,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,Masters,Good_Certification,1
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,PHDs,Good_Certification,1
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,3,No_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,Good_Certification,1
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,Learning_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,No_Certification,0
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,Good_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,Learning_Certification,1
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,1
No,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,PHDs,Good_Certification,1
Yes,Senior_Level,Julia,4,Two_Or_More_Story_Telling_Projects,3,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,Learning_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,4,No_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,3,No_Story_Telling_Projects,4,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,No_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,3,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,2,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,No_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,2,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,2,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,1,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Learning_Certification,0
No,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Good_Certification,0
Yes,Senior_Level,Julia,1,Two_Or_More_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,No_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,PHDs,Learning_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Masters,No_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,0,One_Or_More_Domain_Projects,Bachelors,Good_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,0,No_Domain_Projects,PHDs,Learning_Certification,0
Yes,Senior_Level,Julia,1,No_Story_Telling_Projects,0,No_Domain_Projects,Masters,No_Certification,0
No,Senior_Level,Julia,1,No_Story_Telling_Projects,0,No_Domain_Projects,Bachelors,Learning_Certification,0
